Ensembl.Gene.ID Averaged.RPKM.brain Averaged.RPKM.heart Averaged.RPKM.kidney Averaged.RPKM.testis Averaged.RPKM.cerebellum Averaged.RPKM.liver Tau Mean Max
ENSMODG00000000001 3.8449237467777 0 0 0 3.97171474793329 0 0.806384698257676 1.30277308245183 3.97171474793329
ENSMODG00000000002 4.40661003792605 3.83995381804413 5.49070391630451 3.19978760642632 3.44283303942301 4.97615200751903 0.276401102221195 4.22600673760718 5.49070391630451
ENSMODG00000000003 0 0 0 4.7015094476737 0 0 1 0.783584907945616 4.7015094476737
ENSMODG00000000005 0.213642173086841 0 1.77598824281978 0.652736092825423 0 0 0.902434234076157 0.440394418122007 1.77598824281978
ENSMODG00000000006 0 0 0.549518855180238 2.81593370438421 0 0 0.960970753372164 0.560908759927408 2.81593370438421
ENSMODG00000000011 4.44292949653305 0 0 0 4.28644895925043 0 0.807044025227262 1.45489640929725 4.44292949653305
ENSMODG00000000012 7.25264150918985 3.0732953217986 5.39917995619588 2.32109410774995 8.1646024874928 0.943923463432873 0.534817907241466 4.52578947430999 8.1646024874928
ENSMODG00000000014 0 0 0 5.23651086256745 0 0 1 0.872751810427908 5.23651086256745
ENSMODG00000000015 0 0 1.37540947740258 0.130542725844174 0.448294806828768 0 0.915830515612549 0.325707835012586 1.37540947740258
ENSMODG00000000016 0 0 0 2.65571367759548 0 0 1 0.442618946265913 2.65571367759548
ENSMODG00000000018 0 0 0 4.54700406389922 0 0 1 0.75783401064987 4.54700406389922
ENSMODG00000000020 0 0 0 1.63659275888536 0 0 1 0.272765459814226 1.63659275888536
ENSMODG00000000021 6.00389704294211 3.14783326493802 5.59881649201168 5.19803000212387 5.40413397815442 3.34169330601954 0.24414070124932 4.78240068103161 6.00389704294211
ENSMODG00000000022 3.54744492820761 1.92463426816702 3.28852556004602 4.41506459430977 4.31076571544443 0.880663478599186 0.367980528826422 3.06118309079567 4.41506459430977
ENSMODG00000000026 0 0 0 0.103384117734161 0 0 1 0.0172306862890268 0.103384117734161
ENSMODG00000000031 4.62101652166522 4.61688284554151 5.0992501812373 5.17869964485115 4.9615749326057 2.91713397440145 0.142029467666117 4.56575968338372 5.17869964485115
ENSMODG00000000032 0.158148188642345 0 0 0 0.720314010091635 0 0.956089098246964 0.146410366455663 0.720314010091635
ENSMODG00000000033 4.47856739380027 0 0.781190824512219 0.0400218099525299 0 0 0.963326994449093 0.883296671377504 4.47856739380027
ENSMODG00000000034 1.77618699385914 3.81084411402221 0 0 0.755243054168407 0 0.867145967020114 1.05704569367496 3.81084411402221
ENSMODG00000000035 4.48059750410905 4.79919150169307 4.5619122179482 3.8617425241633 4.89115854302683 4.07136919458646 0.109625551862605 4.44432858092115 4.89115854302683
ENSMODG00000000038 0 0 4.55626741551912 0 0 0 1 0.759377902586519 4.55626741551912
ENSMODG00000000040 0.0425167440289371 0 1.2359836803389 1.03001490002549 0.154401765232085 0 0.801464464490326 0.410486181604236 1.2359836803389
ENSMODG00000000042 6.40376751952706 0.868822167368509 1.20807127051942 4.06577700163148 6.90985250039814 0.793610477145747 0.613883264934423 3.37498348943173 6.90985250039814
ENSMODG00000000043 3.89932556716491 3.685441541759 4.22773868573709 4.20058526805627 4.62910326757039 3.32156122326523 0.164648046569487 3.99395925892548 4.62910326757039
ENSMODG00000000044 0.288884798082844 0 0 0 0 0 1 0.0481474663471407 0.288884798082844
ENSMODG00000000048 0 0 0 2.53655736658838 0 0 1 0.422759561098064 2.53655736658838
ENSMODG00000000049 0 0.126213885128251 3.44557157388852 0.740723709321748 0 2.05405247570169 0.830449607125404 1.06109360734004 3.44557157388852
ENSMODG00000000052 1.796780345063 1.01146681400832 1.44619294116605 2.14604124391515 2.26859837428525 0.489264109848287 0.392598925213326 1.52639063804768 2.26859837428525
ENSMODG00000000053 0.495146964936345 0 0 0 0 0 1 0.0825244941560575 0.495146964936345
ENSMODG00000000054 0 0 0 1.24664226114043 0 2.19815235539039 0.886573625519326 0.57413243608847 2.19815235539039
ENSMODG00000000056 1.56340238915408 0.702587754317649 1.43622973690571 3.34008680986545 0.234208245837533 0.669021568855553 0.724231736644231 1.324256084156 3.34008680986545
ENSMODG00000000058 0 0 0 0.794354319977025 0 0 1 0.132392386662838 0.794354319977025
ENSMODG00000000060 0 0 0 0 0 0.957619654381355 1 0.159603275730226 0.957619654381355
ENSMODG00000000065 2.00613167309391 1.77218890571555 3.24290362393463 1.71108903091165 1.63245400263178 3.04187129519643 0.373170708340842 2.23443975524733 3.24290362393463
ENSMODG00000000067 3.61055837842421 2.99774431357465 3.84221579520456 6.07914053409 4.58243906061376 3.37894786243071 0.394259589591672 4.08184099072298 6.07914053409
ENSMODG00000000068 1.96600323140841 1.34110390724651 3.46911186426646 1.66477675997348 2.03271618381332 2.93970468516816 0.426694488001898 2.23556943864606 3.46911186426646
ENSMODG00000000076 0.0763578044092192 0 0 0 0 0 1 0.0127263007348699 0.0763578044092192
ENSMODG00000000077 2.29086711006052 2.83545929948393 2.89191735488457 1.44484495868008 1.72302388551044 3.86131494385019 0.420606048909047 2.50790459207829 3.86131494385019
ENSMODG00000000079 0 0 0 4.30559189450802 0 0 1 0.71759864908467 4.30559189450802
ENSMODG00000000082 2.65905391724267 1.11915348816843 1.99199445015789 4.94383958716321 1.63390296688375 1.71874262454401 0.630940798698872 2.34444783902666 4.94383958716321
ENSMODG00000000083 4.37227523294605 2.05814339851585 2.56803290431704 3.78253848939384 3.16372496922591 2.67600482159727 0.348236612567993 3.10345330266599 4.37227523294605
ENSMODG00000000085 0 5.60756399284497 0 0 0 1.45661977027927 0.948048037538658 1.17736396052071 5.60756399284497
ENSMODG00000000087 3.75235517831899 3.3508550209654 2.23726480499587 2.61548374329338 3.96097715642657 2.44700010642622 0.272757287649008 3.06065600173774 3.96097715642657
ENSMODG00000000088 3.16035918172862 1.87733911230197 2.77423299370455 2.47620088744708 3.82984175301109 2.51550971186173 0.331374886339494 2.77224727334251 3.82984175301109
ENSMODG00000000089 2.35177402751904 3.2361069292906 3.67205415967619 3.86362116297393 3.64181904930777 2.66307758575285 0.194287892368526 3.2380754857534 3.86362116297393
ENSMODG00000000090 2.4223317752841 2.20399938163998 2.79414584172565 3.00515156626005 2.15340183934087 5.75834043258297 0.563102232265619 3.0562284728056 5.75834043258297
ENSMODG00000000092 6.63379254425143 1.02739498372969 2.30944517635218 5.03563202589279 5.85480650041573 0 0.57106651763721 3.47684520510697 6.63379254425143
ENSMODG00000000094 3.11863275639866 4.40203724030976 2.56444892973811 5.20148540585626 2.89774416970999 2.13012626135005 0.418897173469288 3.38574579389381 5.20148540585626
ENSMODG00000000095 0 0 0 0 0 3.91766884416452 1 0.652944807360754 3.91766884416452
ENSMODG00000000097 1.80875008074778 0 0 3.02201486765204 1.64551058768325 0 0.771393535789265 1.07937925601384 3.02201486765204
ENSMODG00000000098 5.78789456412175 8.62110748759456 7.00508900259406 4.81313486354218 6.00216242595914 6.358188041977 0.304811616342454 6.43126273096478 8.62110748759456
ENSMODG00000000099 3.51403773718765 0 0 0 3.84939993118177 0 0.817424128435061 1.2272396113949 3.84939993118177
ENSMODG00000000101 7.07791145831194 7.0405460199443 9.16370899168666 3.818583364902 7.65399199321762 7.24749997309111 0.283291670670508 7.0003736335256 9.16370899168666
ENSMODG00000000102 0 0 2.69316265129799 0.439441395812963 0 4.7676279364541 0.868588569038346 1.31670533059418 4.7676279364541
ENSMODG00000000104 1.15310592666082 0.716936877246089 1.98840149395351 0.448963029676503 2.29674494401171 0.212337450702477 0.606421706509145 1.13608162037519 2.29674494401171
ENSMODG00000000105 0 4.60042535693017 0 0.204247244734722 0 0 0.991120506088549 0.800778766944148 4.60042535693017
ENSMODG00000000107 1.93458240097363 0.963793377691945 1.49031978088952 2.11927939054191 1.24626296751134 1.51260923846173 0.325471875258457 1.54447452601168 2.11927939054191
ENSMODG00000000109 2.89272702086145 0.190492139979366 2.55883590977354 3.43350095670935 2.42902848053527 0 0.529862746338949 1.91743075130983 3.43350095670935
ENSMODG00000000111 3.21226428234641 2.2804991999899 2.72116926677605 3.35243610138465 3.42383461906128 1.50551600323279 0.236418442587408 2.74928657879851 3.42383461906128
